client_id,client_name,country,investment_goal,risk_profile,account_type
7786,Laurie Johns,Mongolia,Balanced,Aggressive,corporate
7787,Mason Daniels,Cambodia,Income,Conservative,corporate
7788,Robert Austin,Uruguay,Income,Aggressive,individual
7789,Laura Jones,Estonia,Income,Conservative,individual
7790,Andrea Pineda,Wallis and Futuna,Growth,Moderate,corporate
7791,Annette Phillips,Burkina Faso,Balanced,Moderate,individual
7792,Debbie Ferguson,Botswana,Balanced,Conservative,individual
7793,Kevin Tyler,Afghanistan,Income,Conservative,corporate
7794,Kevin Herrera,Taiwan,Income,Moderate,individual
7795,Melissa Ford,Israel,Balanced,Moderate,corporate
7796,Jordan Hunter,Sierra Leone,Balanced,Aggressive,individual
7797,Ruth Russell,Saint Barthelemy,Growth,Aggressive,individual
7798,Amy Mckinney,American Samoa,Growth,Conservative,corporate
7799,Carrie Obrien,Switzerland,Growth,Aggressive,corporate
7800,Emily Garcia,Anguilla,Balanced,Moderate,individual
7801,Julia Davis,Northern Mariana Islands,Growth,Moderate,corporate
7802,James Rivera,Sweden,Income,Aggressive,individual
7803,Erika Porter,Mozambique,Balanced,Moderate,corporate
7804,Melissa Collins,Tuvalu,Income,Moderate,corporate
7805,Charles Brown,Western Sahara,Growth,Aggressive,corporate
7806,Tony Walter,Belize,Income,Moderate,corporate
7807,Dennis Bradley,South Georgia and the South Sandwich Islands,Balanced,Conservative,corporate
7808,Jeffrey Houston,Ethiopia,Balanced,Aggressive,individual
7809,Richard Acosta,Libyan Arab Jamahiriya,Balanced,Moderate,individual
7810,Bruce Green,Congo,Growth,Aggressive,corporate
7811,Stephen Carr,Malta,Balanced,Aggressive,corporate
7812,Jason White,Nauru,Income,Moderate,corporate
7813,Caitlyn Johnson,Guernsey,Income,Aggressive,individual
7814,Miss Lindsey Christensen,Equatorial Guinea,Income,Aggressive,individual
7815,Edward Small,Holy See (Vatican City State),Balanced,Conservative,corporate
7816,Tracy Fuller,Bahamas,Growth,Conservative,individual
7817,Thomas Fisher,Mali,Growth,Moderate,individual
7818,Michelle Frank,Guinea,Income,Moderate,corporate
7819,Bradley Johnson,Guam,Growth,Moderate,individual
7820,Courtney Richard,Namibia,Income,Aggressive,corporate
7821,Rachel Mullins,Slovenia,Balanced,Conservative,corporate
7822,Edwin Davidson,Burkina Faso,Income,Conservative,corporate
7823,Elizabeth Daniel,Congo,Balanced,Conservative,individual
7824,Dustin Hall,Tajikistan,Growth,Moderate,individual
7825,Brooke Fox,New Zealand,Balanced,Aggressive,corporate
7826,Tricia Jones,Andorra,Income,Aggressive,individual
7827,Margaret Hobbs,Uruguay,Balanced,Aggressive,individual
7828,Sean Franklin,India,Income,Conservative,corporate
7829,Tiffany Burke,Syrian Arab Republic,Balanced,Moderate,corporate
7830,Antonio Peterson,Tajikistan,Growth,Moderate,corporate
7831,Gregory Smith III,Chad,Balanced,Conservative,individual
7832,Pamela Rios,Holy See (Vatican City State),Balanced,Aggressive,individual
7833,Renee Stephens,Belarus,Growth,Aggressive,corporate
7834,Melissa Rice,Christmas Island,Growth,Aggressive,corporate
7835,Catherine Richardson,Morocco,Balanced,Conservative,individual
7836,Antonio Wilson,Lebanon,Income,Moderate,individual
7837,Linda Luna,Saint Barthelemy,Growth,Aggressive,corporate
7838,Kenneth Phillips,Turks and Caicos Islands,Growth,Aggressive,individual
7839,Krista Hampton,Latvia,Income,Conservative,individual
7840,Rebecca Lee,Jordan,Growth,Aggressive,corporate
7841,Melissa Pennington,Lebanon,Balanced,Moderate,corporate
7842,Michael Stephens,Mauritania,Balanced,Aggressive,individual
7843,Tony Terry,Saint Pierre and Miquelon,Growth,Moderate,individual
7844,Mary Morrow PhD,Guatemala,Balanced,Aggressive,individual
7845,Donald Gordon,Korea,Balanced,Aggressive,corporate
7846,Nicole Mata,Netherlands,Income,Moderate,individual
7847,Linda Walker,Saint Martin,Income,Conservative,individual
7848,Antonio Rodriguez,Cayman Islands,Income,Moderate,individual
7849,Brenda Odom,Uzbekistan,Income,Conservative,corporate
7850,Jeffery Reed,Armenia,Growth,Conservative,individual
7851,Debra Miller,Morocco,Balanced,Aggressive,corporate
7852,Michelle Moore,Saint Martin,Income,Conservative,individual
7853,Sheila Escobar,Saint Vincent and the Grenadines,Income,Aggressive,individual
7854,Lisa Johnson,Vanuatu,Growth,Conservative,individual
7855,Jamie Perez,United States of America,Growth,Moderate,individual
7856,Shelly Braun,Belarus,Income,Conservative,individual
7857,Austin Keller,Hungary,Balanced,Conservative,corporate
7858,Danielle Valdez,Sudan,Growth,Moderate,corporate
7859,Robert Ramirez,Cape Verde,Income,Aggressive,corporate
7860,David Browning,United Arab Emirates,Growth,Conservative,individual
7861,Lisa Coleman,Lao People's Democratic Republic,Growth,Aggressive,corporate
7862,Caitlyn Martinez,Cook Islands,Growth,Conservative,individual
7863,Kristina Hall,Austria,Income,Aggressive,corporate
7864,Heather Giles,Hungary,Balanced,Aggressive,individual
7865,Brian Reed,Tokelau,Growth,Aggressive,corporate
7866,Monica Kelley,Korea,Balanced,Moderate,corporate
7867,William Schmidt,Estonia,Growth,Aggressive,individual
7868,Misty Shaw,Denmark,Income,Aggressive,individual
7869,David Cruz,Congo,Growth,Moderate,corporate
7870,Michael Webster,Lithuania,Growth,Conservative,corporate
7871,Michelle Morgan,Barbados,Growth,Moderate,individual
7872,Arthur Hodge,Azerbaijan,Growth,Aggressive,corporate
7873,Elaine Marshall,Guadeloupe,Balanced,Moderate,individual
7874,Corey Bryant,Western Sahara,Growth,Aggressive,corporate
7875,Frank Kemp,Saint Martin,Income,Conservative,individual
7876,Ryan Miller,Jamaica,Growth,Conservative,individual
7877,Erin Collins,Switzerland,Growth,Moderate,corporate
7878,Sarah Garcia,Mozambique,Balanced,Moderate,individual
7879,Jeremy Padilla,Saudi Arabia,Balanced,Aggressive,individual
7880,Tara Dillon,Greece,Income,Conservative,corporate
7881,Ashley Shaffer,Reunion,Growth,Conservative,individual
7882,Margaret Austin,French Southern Territories,Balanced,Aggressive,corporate
7883,Alisha Harris,Nigeria,Income,Aggressive,corporate
7884,Shirley Johnson,Tuvalu,Balanced,Aggressive,corporate
7885,Wesley Parker,United Arab Emirates,Income,Moderate,corporate
7886,Marissa Brooks,Luxembourg,Balanced,Aggressive,individual
7887,Maria Bernard,New Zealand,Income,Moderate,corporate
7888,Julie Valentine,Western Sahara,Growth,Conservative,individual
7889,Michael Jacobs,Australia,Growth,Aggressive,individual
7890,Brandon Carr,Svalbard & Jan Mayen Islands,Income,Moderate,corporate
7891,Louis Khan,Namibia,Growth,Conservative,corporate
7892,Anita Lee,Bolivia,Income,Aggressive,corporate
7893,Jennifer Roberts,New Caledonia,Income,Moderate,corporate
7894,Lisa Wright,Afghanistan,Balanced,Aggressive,individual
7895,Mario Bradley,Isle of Man,Balanced,Aggressive,corporate
7896,Kristie Duran,Czech Republic,Growth,Conservative,individual
7897,Shawn Nelson,Angola,Balanced,Conservative,corporate
7898,Patricia Jacobs,Czech Republic,Growth,Moderate,corporate
7899,Michele Stanley,Saint Pierre and Miquelon,Growth,Aggressive,individual
7900,Jo Wong,Greece,Growth,Aggressive,individual
7901,Heather Williams,Albania,Income,Aggressive,individual
7902,Travis Jefferson,Uruguay,Income,Conservative,corporate
7903,Robert Aguilar,Saint Pierre and Miquelon,Income,Aggressive,corporate
7904,Heather Maddox,Colombia,Income,Conservative,corporate
7905,Gerald Andrews,Gibraltar,Income,Moderate,corporate
7906,Natalie Rowe,Indonesia,Growth,Conservative,corporate
7907,Vickie Evans,Cambodia,Growth,Conservative,corporate
7908,David Bryant,Trinidad and Tobago,Balanced,Aggressive,individual
7909,David Cannon,Ukraine,Growth,Moderate,corporate
7910,David Casey,Papua New Guinea,Balanced,Conservative,corporate
7911,Scott Ellis,Pitcairn Islands,Growth,Conservative,corporate
7912,Barbara Baker,Guam,Balanced,Aggressive,corporate
7913,Mr. Mark Robinson,Netherlands Antilles,Income,Aggressive,individual
7914,Kelly Jones,Cape Verde,Balanced,Aggressive,corporate
7915,Michael May,Kyrgyz Republic,Growth,Conservative,individual
7916,Felicia Garcia,Congo,Balanced,Moderate,individual
7917,Patricia Price,Singapore,Balanced,Aggressive,individual
7918,Dylan Haley,Chile,Income,Moderate,individual
7919,Leonard Watts,Samoa,Income,Aggressive,individual
7920,Linda Santana,Venezuela,Growth,Conservative,corporate
7921,Kenneth Baker Jr.,Gambia,Growth,Moderate,corporate
7922,Melanie Lee,Faroe Islands,Income,Conservative,individual
7923,Tina Moore,Tokelau,Growth,Moderate,corporate
7924,Kyle Williams,Gambia,Growth,Moderate,individual
7925,Donna Rice,Gabon,Balanced,Conservative,corporate
7926,Michael Olsen,Anguilla,Income,Aggressive,corporate
7927,Joel Mendoza,Venezuela,Growth,Aggressive,corporate
7928,David Howard,Holy See (Vatican City State),Balanced,Aggressive,individual
7929,Laura Davis,Northern Mariana Islands,Income,Aggressive,corporate
7930,Cynthia Ramos,Saint Martin,Balanced,Moderate,individual
7931,Ricky Short,Gibraltar,Growth,Conservative,corporate
7932,Lauren Martin,Congo,Growth,Moderate,corporate
7933,Amanda Larson,Jersey,Growth,Aggressive,corporate
7934,Autumn Butler,Bahrain,Income,Conservative,corporate
7935,Roberta Barrera,Iceland,Growth,Moderate,corporate
7936,Joseph Taylor,Andorra,Growth,Aggressive,individual
7937,Sydney Johnson,Zimbabwe,Balanced,Aggressive,individual
7938,Brian Perez,Lebanon,Income,Moderate,corporate
7939,Pamela Lee,Chad,Growth,Conservative,individual
7940,Kristine Brown,Mali,Income,Moderate,corporate
7941,Robert Daugherty,Fiji,Balanced,Conservative,corporate
7942,Carrie Shaw,Saint Vincent and the Grenadines,Income,Aggressive,corporate
7943,Glenda Johnson,Zimbabwe,Growth,Aggressive,corporate
7944,Kristen Pittman,Tunisia,Income,Moderate,corporate
7945,Julie Graham,Norway,Growth,Moderate,corporate
7946,Mrs. Erica Thomas,Netherlands Antilles,Growth,Conservative,individual
7947,Michael Nelson,Puerto Rico,Balanced,Conservative,corporate
7948,Dawn Lyons,Seychelles,Growth,Conservative,corporate
7949,Alyssa Adams,Norfolk Island,Income,Aggressive,corporate
7950,Francisco Gamble,Mauritania,Income,Aggressive,individual
7951,Joseph Reese,Barbados,Income,Aggressive,individual
7952,Suzanne Dunn,Colombia,Growth,Moderate,individual
7953,Jacqueline Walker,Turks and Caicos Islands,Balanced,Moderate,individual
7954,Sarah Clark,Burkina Faso,Income,Conservative,corporate
7955,Vanessa Torres,Ecuador,Income,Aggressive,corporate
7956,Robin Mosley,Pitcairn Islands,Growth,Moderate,individual
7957,Megan Sheppard,Cayman Islands,Balanced,Aggressive,corporate
7958,Dawn Austin,Cook Islands,Balanced,Aggressive,corporate
7959,James Kaiser,Belgium,Income,Moderate,corporate
7960,Lisa Dunn,Nigeria,Growth,Moderate,individual
7961,Peggy Jones,Saint Barthelemy,Income,Aggressive,individual
7962,Shelly Rose,Greece,Balanced,Conservative,individual
7963,Jessica Hernandez,North Macedonia,Income,Moderate,individual
7964,Kimberly Dean,Albania,Income,Moderate,individual
7965,Andrea Goodman,Saint Kitts and Nevis,Growth,Conservative,individual
7966,Christopher Washington,New Caledonia,Balanced,Aggressive,corporate
7967,Natalie Kelley,Lebanon,Balanced,Conservative,corporate
7968,Jessica Walsh,Samoa,Income,Conservative,individual
7969,Michael Sanford,Vanuatu,Balanced,Moderate,corporate
7970,Amy Jones,Grenada,Growth,Aggressive,individual
7971,Jake Hodge,Tajikistan,Balanced,Moderate,corporate
7972,Thomas Smith,British Virgin Islands,Income,Conservative,corporate
7973,Jennifer Garcia,Northern Mariana Islands,Growth,Aggressive,corporate
7974,Jeffrey Smith,United Arab Emirates,Income,Conservative,corporate
7975,Kelly Lowe,Kenya,Growth,Moderate,individual
7976,Donna Bernard,Sierra Leone,Income,Conservative,corporate
7977,David Robinson,Dominica,Income,Conservative,corporate
7978,Timothy King,Liberia,Balanced,Moderate,individual
7979,Zachary Roberts,United Kingdom,Income,Aggressive,individual
7980,James Mcdonald,Turks and Caicos Islands,Balanced,Moderate,individual
7981,Mr. Mark Williams DDS,Falkland Islands (Malvinas),Income,Aggressive,corporate
7982,Kellie Maxwell,Tuvalu,Balanced,Conservative,corporate
7983,Robert Washington,Costa Rica,Income,Moderate,corporate
7984,Anna Chavez,Guernsey,Growth,Conservative,individual
7985,Austin Johnson,Bangladesh,Balanced,Moderate,corporate
7986,Linda Bowers,South Africa,Balanced,Conservative,corporate
7987,Natasha Lyons,Costa Rica,Balanced,Conservative,corporate
7988,Ashley Garza,Malawi,Balanced,Moderate,individual
7989,Sarah Bentley,Ukraine,Balanced,Moderate,corporate
7990,Cheryl Randolph,Tajikistan,Balanced,Aggressive,corporate
7991,Rebecca Hughes,Cote d'Ivoire,Income,Moderate,individual
7992,Denise Burns,Monaco,Income,Moderate,corporate
7993,William Campbell,Tunisia,Income,Moderate,individual
7994,Timothy Harding,United States Minor Outlying Islands,Growth,Aggressive,individual
7995,Ryan Ali,Burundi,Balanced,Moderate,corporate
7996,Jeffrey Colon,United States Minor Outlying Islands,Balanced,Moderate,individual
7997,Patrick Smith,Chile,Income,Aggressive,corporate
7998,Tonya Stewart,French Southern Territories,Income,Conservative,individual
7999,Patty Haas,Slovenia,Income,Conservative,corporate
8000,Victoria Johns,Tuvalu,Growth,Conservative,corporate
8001,Timothy Lambert,Cocos (Keeling) Islands,Income,Aggressive,corporate
8002,Brenda Martin,Czech Republic,Growth,Aggressive,individual
8003,Eric Kidd,Estonia,Income,Conservative,individual
8004,Daniel Lynch,Malaysia,Balanced,Conservative,corporate
8005,Rhonda Hansen,Lesotho,Balanced,Conservative,individual
8006,Alicia Sampson,Kazakhstan,Balanced,Aggressive,corporate
8007,Miranda Ewing,Bosnia and Herzegovina,Income,Aggressive,individual
8008,Jerome Fox,Angola,Growth,Moderate,individual
8009,David Schmitt,Cook Islands,Balanced,Moderate,corporate
8010,Kelly Rodriguez DDS,Gabon,Income,Conservative,corporate
8011,Dalton Vazquez,Kazakhstan,Growth,Conservative,individual
8012,Sarah Martinez,Falkland Islands (Malvinas),Balanced,Moderate,corporate
8013,Eric Burch,Mozambique,Balanced,Moderate,corporate
8014,Fernando Oneal,Mozambique,Income,Moderate,corporate
8015,Laura Solomon,American Samoa,Balanced,Moderate,individual
8016,Kathryn Li,Albania,Income,Conservative,individual
8017,Samuel Singh,Ethiopia,Growth,Moderate,individual
8018,Melody Guzman,Lithuania,Balanced,Moderate,corporate
8019,Cheryl Rogers,Cuba,Income,Aggressive,individual
8020,Tanya Scott,French Guiana,Balanced,Aggressive,corporate
8021,Joyce Walker,United States Virgin Islands,Growth,Moderate,individual
8022,Jason Fleming,Swaziland,Balanced,Conservative,corporate
8023,Cynthia Jones,Saint Martin,Growth,Conservative,corporate
8024,Audrey Daniel,Belgium,Income,Conservative,individual
8025,Carl Johnston,Finland,Balanced,Aggressive,individual
8026,Terri Williams,Serbia,Income,Aggressive,individual
8027,Megan Smith,Guernsey,Balanced,Conservative,individual
8028,Kyle Stanley,Iraq,Growth,Aggressive,corporate
8029,David Green,Swaziland,Growth,Conservative,corporate
8030,Stephen Hancock,Puerto Rico,Income,Moderate,corporate
8031,Brian Johnson,El Salvador,Balanced,Conservative,corporate
8032,Brooke Fitzgerald,Libyan Arab Jamahiriya,Income,Aggressive,corporate
8033,Jeanette Stanley,Nauru,Balanced,Conservative,corporate
8034,Christina Davis,Cocos (Keeling) Islands,Growth,Aggressive,corporate
8035,Gary Freeman,China,Balanced,Conservative,individual
8036,Brenda Jacobson,Sao Tome and Principe,Balanced,Conservative,individual
8037,Jessica Smith,Yemen,Balanced,Moderate,individual
8038,Mark Mcdonald,Liberia,Balanced,Conservative,individual
8039,Stephen Hanna,Guam,Growth,Aggressive,corporate
8040,Susan Rodriguez,Guinea-Bissau,Balanced,Aggressive,corporate
8041,Kristin Ramirez,Puerto Rico,Income,Aggressive,corporate
8042,Kathy Duarte,Lithuania,Growth,Moderate,corporate
8043,Kayla Banks,Moldova,Income,Conservative,individual
8044,Douglas Davidson,Lesotho,Growth,Aggressive,individual
8045,Samantha Richard,Congo,Balanced,Conservative,individual
8046,Erin Bell,Portugal,Growth,Moderate,individual
8047,Mr. James Ross PhD,Bolivia,Balanced,Moderate,corporate
8048,Ryan Bryant,Serbia,Balanced,Moderate,corporate
8049,Jeremy Williams,Cote d'Ivoire,Income,Conservative,corporate
8050,Tyrone Randall,Botswana,Income,Aggressive,individual
8051,Linda Anderson,Guam,Growth,Conservative,corporate
8052,Michael Holloway,Liechtenstein,Income,Moderate,individual
8053,Jonathan Mendoza,Azerbaijan,Income,Moderate,corporate
8054,Sara Miles,Israel,Income,Moderate,individual
8055,Taylor Chambers,Tonga,Income,Conservative,corporate
8056,James Levine,Paraguay,Balanced,Conservative,individual
8057,James Thomas,Pitcairn Islands,Balanced,Aggressive,individual
8058,Nicole Pena,Finland,Income,Aggressive,individual
8059,Susan Thomas,Saint Martin,Income,Conservative,corporate
8060,Carolyn Baldwin,Zambia,Balanced,Moderate,corporate
8061,Megan Reid,Japan,Balanced,Conservative,corporate
8062,Christine Tucker,Spain,Growth,Aggressive,individual
8063,Carrie Carr,Guam,Growth,Conservative,corporate
8064,Donna Watson,Montenegro,Growth,Moderate,corporate
8065,Kyle Durham,Tunisia,Income,Moderate,individual
8066,Lawrence Washington,Lao People's Democratic Republic,Income,Conservative,corporate
8067,Douglas Washington,Germany,Income,Moderate,individual
8068,Lauren Lopez,Bahrain,Growth,Moderate,corporate
8069,Kimberly Edwards,Guinea-Bissau,Balanced,Moderate,corporate
8070,Jonathan Wilson,Georgia,Income,Conservative,corporate
8071,Emma Adams,Bahamas,Growth,Moderate,individual
8072,Terri Hartman,Turkey,Income,Conservative,individual
8073,William Valdez,Trinidad and Tobago,Growth,Moderate,corporate
8074,Johnny Guerrero,Saint Helena,Balanced,Conservative,corporate
8075,Richard Johnson,Falkland Islands (Malvinas),Growth,Moderate,corporate
8076,Ryan Harrington,United Kingdom,Income,Aggressive,individual
8077,Karina Jones,Japan,Income,Moderate,individual
8078,Patrick Griffith,Madagascar,Growth,Moderate,individual
8079,Joseph Richards,Bolivia,Growth,Aggressive,corporate
8080,Nichole Webster,Saint Lucia,Balanced,Conservative,corporate
8081,Rodney Short,Algeria,Balanced,Conservative,individual
8082,Donald Powell,Bermuda,Growth,Conservative,individual
8083,Jeffrey Rose,Ukraine,Income,Moderate,individual
8084,Dennis Golden,Myanmar,Growth,Aggressive,corporate
8085,Matthew Hill,South Africa,Balanced,Conservative,individual
8086,Joshua Serrano,Heard Island and McDonald Islands,Balanced,Conservative,individual
8087,Rhonda Ross,Colombia,Balanced,Moderate,corporate
8088,James Lewis,Central African Republic,Growth,Moderate,corporate
8089,Jeremy Kelley,Lesotho,Balanced,Aggressive,individual
8090,Stacy Smith,Puerto Rico,Balanced,Conservative,corporate
8091,Eric Foster,Antarctica (the territory South of 60 deg S),Growth,Conservative,corporate
8092,Leroy Shaffer,Australia,Growth,Aggressive,corporate
8093,Charles Crawford,Turkey,Balanced,Conservative,corporate
8094,Olivia Boyd,Isle of Man,Balanced,Conservative,individual
8095,Martin Boyle,Bulgaria,Balanced,Moderate,corporate
8096,Steven Kim,Hungary,Income,Conservative,corporate
8097,Randall Richardson,Iran,Growth,Conservative,corporate
8098,Cody Branch,Antarctica (the territory South of 60 deg S),Balanced,Aggressive,individual
8099,Betty Adams,Luxembourg,Growth,Aggressive,individual
8100,Julie Holmes,Micronesia,Growth,Aggressive,individual
8101,Justin Graham,Argentina,Balanced,Conservative,individual
8102,Brandi Porter,Yemen,Balanced,Moderate,corporate
8103,Stuart Benson,Peru,Growth,Conservative,individual
8104,Richard Bernard,Cameroon,Growth,Conservative,individual
8105,Matthew Gonzalez,Guernsey,Balanced,Moderate,corporate
8106,Dylan Robinson,Nauru,Income,Conservative,corporate
8107,Malik Ford,Ukraine,Income,Moderate,corporate
8108,Terry Woods,Serbia,Income,Conservative,individual
8109,Susan Cooper,Turks and Caicos Islands,Income,Conservative,individual
8110,Amber Willis,New Zealand,Growth,Aggressive,individual
8111,Laurie Chan,Indonesia,Income,Aggressive,corporate
8112,Daniel Watson,Mauritania,Growth,Conservative,corporate
8113,Kenneth Barnes,Oman,Income,Conservative,individual
8114,Alex Thomas,Myanmar,Balanced,Moderate,individual
8115,Catherine Jones,El Salvador,Income,Moderate,corporate
8116,Timothy Henderson,Martinique,Growth,Moderate,individual
8117,Michelle Myers,Israel,Balanced,Aggressive,individual
8118,Thomas Miller,Vietnam,Growth,Aggressive,corporate
8119,Kevin Davis,Dominican Republic,Balanced,Moderate,corporate
8120,Cathy Reed,France,Growth,Moderate,corporate
8121,Ms. Jennifer Underwood,Iran,Income,Conservative,corporate
8122,James Hayden,Gambia,Income,Aggressive,corporate
8123,Cynthia Reynolds,Guernsey,Growth,Conservative,individual
8124,Brandy Johnson,Norfolk Island,Income,Moderate,individual
8125,Justin Morales,Trinidad and Tobago,Income,Conservative,individual
8126,Catherine Hanson,Morocco,Balanced,Aggressive,individual
8127,Melissa Savage,Portugal,Balanced,Aggressive,corporate
8128,Rebecca Baker,Slovakia (Slovak Republic),Growth,Moderate,corporate
8129,Nathan Hale,Ghana,Balanced,Moderate,individual
8130,Sandra Knox,French Southern Territories,Balanced,Conservative,individual
8131,Isaiah Moreno,Cuba,Balanced,Aggressive,corporate
8132,Andrea Carter,Portugal,Income,Aggressive,individual
8133,Alicia Campbell,Dominica,Income,Moderate,individual
8134,Sarah Webb,New Caledonia,Income,Conservative,corporate
8135,Chris Ford,Equatorial Guinea,Balanced,Aggressive,corporate
8136,Shelby Adams,Colombia,Growth,Moderate,corporate
8137,Joseph Yoder,Turkey,Income,Conservative,individual
8138,Heidi Hood,Heard Island and McDonald Islands,Income,Conservative,corporate
8139,Donald Vargas,Spain,Balanced,Moderate,individual
8140,Christopher Higgins,Syrian Arab Republic,Growth,Moderate,corporate
8141,Barbara Giles,Hungary,Balanced,Moderate,individual
8142,Michael Mcdaniel,Jamaica,Income,Aggressive,individual
8143,Jennifer Rodriguez,Reunion,Balanced,Moderate,individual
8144,Bryce Hall,Czech Republic,Income,Aggressive,corporate
8145,Diane Hernandez,Morocco,Income,Moderate,corporate
8146,Timothy Allen DDS,Seychelles,Balanced,Aggressive,individual
8147,Riley Sellers,Libyan Arab Jamahiriya,Growth,Moderate,corporate
8148,Sydney Aguilar,Namibia,Growth,Moderate,individual
8149,David Mooney,Turks and Caicos Islands,Growth,Conservative,individual
8150,Jessica Hoffman,Bermuda,Income,Aggressive,corporate
8151,Benjamin Phillips,Chile,Growth,Conservative,corporate
8152,Mark Ruiz,Lao People's Democratic Republic,Balanced,Conservative,corporate
8153,Dana Brown,Romania,Income,Conservative,individual
8154,Jasmine Hernandez,Saudi Arabia,Balanced,Moderate,corporate
8155,Sarah Moore,Eritrea,Income,Conservative,individual
8156,Sandra Taylor,Palau,Balanced,Aggressive,corporate
8157,William Fischer,Belize,Income,Conservative,individual
8158,Linda Johnson,Zimbabwe,Income,Conservative,corporate
8159,David Cowan,Bermuda,Growth,Aggressive,corporate
8160,Traci Garcia,Peru,Income,Moderate,corporate
8161,Jason Oneill,Azerbaijan,Growth,Conservative,corporate
8162,Michael Hamilton,Mayotte,Balanced,Aggressive,corporate
8163,Joel Baker,San Marino,Growth,Aggressive,corporate
8164,Paul Padilla,Panama,Income,Aggressive,individual
8165,Daniel Sims,Macao,Income,Conservative,corporate
8166,Kimberly Soto,Liberia,Balanced,Conservative,individual
8167,William Andrews,Libyan Arab Jamahiriya,Balanced,Moderate,corporate
8168,Zachary Huynh,Kiribati,Growth,Moderate,corporate
8169,Marie King,Senegal,Growth,Aggressive,individual
8170,Scott Robbins,Egypt,Income,Moderate,individual
8171,Nicole Valenzuela,Cote d'Ivoire,Income,Moderate,corporate
8172,Kevin Long,Djibouti,Growth,Aggressive,individual
8173,Mary Jefferson,Solomon Islands,Growth,Moderate,individual
8174,Anthony Pineda,Libyan Arab Jamahiriya,Income,Aggressive,individual
8175,Angel Ross,Bahamas,Income,Conservative,corporate
8176,Sylvia Robinson,Venezuela,Balanced,Moderate,individual
8177,Christopher Pace,Lao People's Democratic Republic,Growth,Conservative,individual
8178,Elizabeth Summers,Martinique,Income,Conservative,corporate
8179,James Robinson,Guernsey,Income,Moderate,individual
8180,Lauren Guerra,Comoros,Income,Aggressive,individual
8181,Matthew Schaefer,Cyprus,Balanced,Aggressive,corporate
8182,Amber Morgan,Portugal,Income,Moderate,corporate
8183,Cynthia Sullivan,Botswana,Growth,Moderate,corporate
8184,Joseph Johnson,Saint Kitts and Nevis,Income,Aggressive,individual
8185,David Nelson,Namibia,Income,Aggressive,individual
8186,Stephanie Brooks,Venezuela,Balanced,Conservative,corporate
8187,Joseph Ramirez,Myanmar,Income,Moderate,individual
8188,Amanda Case,Tonga,Growth,Moderate,individual
8189,Terry Gentry,Philippines,Balanced,Moderate,corporate
8190,Bruce Horne,Fiji,Growth,Conservative,corporate
8191,Robert Weaver,Saint Barthelemy,Income,Moderate,corporate
8192,Stephanie Frederick,Falkland Islands (Malvinas),Growth,Conservative,individual
8193,Amber Hudson,Ecuador,Income,Moderate,corporate
8194,David Graham,Singapore,Growth,Moderate,corporate
8195,William Lee,South Africa,Income,Moderate,individual
8196,Michael Goodwin,Monaco,Income,Conservative,individual
8197,Patricia Olsen,France,Growth,Conservative,individual
8198,Linda Martinez,Lebanon,Growth,Aggressive,corporate
8199,Diane Gamble,Greece,Growth,Moderate,corporate
8200,Samantha Greene,Kazakhstan,Balanced,Moderate,individual
8201,Scott Chen,Vietnam,Balanced,Moderate,individual
8202,Rhonda Rivera,Cameroon,Income,Conservative,corporate
8203,Jodi Parsons,Sri Lanka,Growth,Aggressive,corporate
8204,Nicole Bradford,Belgium,Income,Aggressive,corporate
8205,Elizabeth Lee,Fiji,Balanced,Conservative,corporate
8206,Charles Harris,Mauritania,Growth,Moderate,individual
8207,Erin Summers,Svalbard & Jan Mayen Islands,Balanced,Moderate,corporate
8208,Jenna Harris,Guernsey,Income,Conservative,individual
8209,Alicia Ford,Kiribati,Growth,Aggressive,individual
8210,Amy Glover,Turkmenistan,Growth,Conservative,individual
8211,Kenneth Brown,Antigua and Barbuda,Balanced,Aggressive,individual
8212,Anthony Gallagher,Liberia,Balanced,Moderate,individual
8213,Jenna Thompson,Belarus,Balanced,Moderate,corporate
8214,William Villa,Monaco,Income,Moderate,corporate
8215,Stephanie Lang,Turkey,Income,Moderate,corporate
8216,Melinda Pena,Azerbaijan,Balanced,Conservative,corporate
8217,Jacob Bryan,American Samoa,Growth,Aggressive,corporate
8218,Austin Morris,Togo,Balanced,Moderate,individual
8219,Robert Wilson,Puerto Rico,Balanced,Moderate,individual
8220,James Mcguire,Puerto Rico,Income,Aggressive,corporate
8221,William Velazquez,Liechtenstein,Income,Moderate,individual
8222,Megan Shelton,Uganda,Income,Moderate,individual
8223,Mr. Gary Waller II,Zambia,Growth,Conservative,corporate
8224,Heather Walker,Cape Verde,Balanced,Aggressive,corporate
8225,Virginia Rose,Cameroon,Growth,Aggressive,individual
8226,Clinton Wolfe,Martinique,Income,Conservative,corporate
8227,Sharon Garcia,Guadeloupe,Income,Aggressive,individual
8228,Elizabeth Pierce,Northern Mariana Islands,Income,Moderate,corporate
8229,Luke Potter,Zimbabwe,Growth,Moderate,corporate
8230,Maria Fowler,Saint Martin,Income,Aggressive,corporate
8231,Lindsay Ford,Belize,Balanced,Aggressive,individual
8232,Victoria Bennett,Svalbard & Jan Mayen Islands,Income,Conservative,corporate
8233,Pamela Faulkner,Nicaragua,Balanced,Moderate,corporate
8234,Lisa Zuniga,Faroe Islands,Balanced,Moderate,corporate
